State,Year,HLp,EIr,PerTscr,Dr,state_per_capita_fund,drinks_per_capita,Health_care_expenditure,age_under5,Total_population,uninsured_under18_rate,Median_household_income,under18_poverty_rate,F_income_below_poverty_rate,Per_rep_women_uninsured,Per_women_breastfed,EI,TDia,EIrd
Maryland,2013,1.2985497096501213,0.9046076629023316,98.8804570505237,7.65998424231813,24.43,474.39999,8217,366712,5928814,44.13982985858279,72483,135.97285835453772,70.59099762016241,0.128168,0.848,62,525,118.0952380952381
Massachusetts,2013,2.193564612353821,1.6766098947927293,99.13020595282612,14.740195325052742,55.27,553.76001,10085,363925,6692824,15.173863435948935,66768,163.0888508760151,85.51198727543525,0.041822,0.874,120,1055,113.74407582938387
Michigan,2013,1.405962723962652,1.360899816143336,99.026301462779,4.956919860124734,18.89,489.88,7693,570303,9895622,40.15217836761826,48273,238.20087167845398,122.82385840861835,0.151447,0.808,151,550,274.54545454545456
Missouri,2013,1.2150019359920958,1.0147268915977945,98.16120576671037,11.215402486080883,5.86,539.09003,7592,374233,6044171,69.946105946702545,46931,222.39037964096198,115.42625657793229,0.184966,0.854,76,840,90.47619047619047
Montana,2013,0.8389261744966443,0.6711409395973154,96.66693698807882,2.936241610738255,19.45,681.45001,7703,61143,1015165,100.85499208672768,46972,213.38500113973103,112.78803237911524,0.222312,0.864,8,35,228.57142857142856
Nebraska,2013,1.8662400975015232,1.4092017062766606,99.39054396789946,2.5898842169408893,39.3,520.08002,7928,128830,1868516,54.85726390236838,51440,176.8457935728319,87.56421052631579,0.156812,0.808,37,68,544.1176470588235
Nevada,2013,1.2034418436729044,1.0229255671219688,95.4566341183228,6.047295264456345,7.85,725.38,6259,177287,2790136,149.00839059926153,51230,226.60024455692084,115.66287656781152,0.273473,0.826,34,201,169.1542288557214
New Jersey,2013,1.373020645419924,0.9921828021647624,99.40128111893684,4.279414712367208,24.96,511.44,8534,531181,8899339,55.56640392682405,70165,166.97904541329163,86.79955851729956,0.182803,0.82,99,427,231.85011709601875
New Mexico,2013,1.5351550506601166,1.5351550506601166,90.171650055371,8.377560419316636,46.91,517.89001,6697,138396,2085287,85.02794155648179,43872,311.5748846092631,163.23434942080942,0.278744,0.855,35,191,183.2460732984293
North Carolina,2013,1.993316526939087,1.5494267121165168,99.0443878524442,3.743749947654502,12.51,450.35001,6913,607482,9848060,63.22775787759877,45906,252.0033517573128,130.6746963999544,0.223057,0.753,185,447,413.87024608501116
North Dakota,2013,1.5233581584292486,0.8463100880162492,98.58990404672508,7.870683818551117,65.75,749.87,8712,47475,723393,79.3180826528704,55759,120.14868951612902,69.78963781747154,0.135914,0.823,10,93,107.52688172043011
Ohio,2013,1.623162007726545,1.006213552301071,97.42962231477108,19.889243063002187,14.35,457.35001,8030,691663,11570808,53.448228928162024,48081,227.36222705232467,116.18168409155902,0.144926,0.777,137,2708,50.59084194977844
Oklahoma,2013,1.356247457036018,0.9106232925813263,98.97217588064969,36.61868133997249,38.05,431.06,7316,262687,3850568,100.45310754407679,45690,239.83557620885776,124.98366469179324,0.254936,0.747,47,1890,24.867724867724867
Oregon,2013,2.2898340437108913,1.4509839484900695,97.04303440992696,19.70164142559173,16.08,582.58002,7378,228403,3930065,58.45787809973446,50251,216.20697393590305,113.05486804474005,0.203777,0.925,64,869,73.64787111622555
Pennsylvania,2013,1.497701802406652,1.165698939804192,96.77490753830556,12.291483757682178,14.75,521.07001,8802,714568,12773801,54.37856679032339,52007,193.70222994445393,93.06669492176026,0.132789,0.733,158,1666,94.83793517406963
Rhode Island,2013,1.2251684606633413,0.8751203290452437,99.31340170345906,7.4385227968845715,50.45,554.44,9016,54201,1051511,54.436755637151066,55902,215.25155725922377,106.57923598203668,0.15049,0.818,10,85,117.6470588235294
South Carolina,2013,1.6655818049546272,0.7657847379101734,96.7780186389491,6.624037982923,19.44,514.84998,6918,293643,4774839,67.42855656725997,44163,274.6258656400537,140.9634642675449,0.226252,0.714,40,346,115.60693641618496
South Dakota,2013,2.288329519450801,0,98.04270462633453,3.4719482364081116,29.02,628.26001,8674,58617,844877,63.31056044465031,48947,185.90731974049132,91.8078171325957,0.190831,0.836,0,44,0
Tennessee,2013,0.7921077266508245,0.564076714433163,98.0581838723344,27.423729627229303,43.01,442.84,7128,397208,6495978,57.25596714228364,44297,265.33938846115336,132.9551026463885,0.180303,0.711,47,2285,20.568927789934357
Texas,2013,0.6857651385271754,0.11778408867833164,98.84814505300034,4.030833256991794,19.31,503.01001,6510,1926498,26448193,126.38107142887631,51704,250.34029573223705,136.0392702808459,0.303973,0.819,45,1540,29.22077922077922
Utah,2013,2.35922632974575,1.6768054905630947,98.8360440915748,5.907814693495554,33.5,301.45001,5554,253409,2900872,94.98984541533092,59770,147.5828210856217,93.27183714928573,0.17238,0.944,86,303,283.8283828382838
Vermont,2013,1.6131923283742606,1.6131923283742606,98.673505482844,3.4056282487901055,35.64,662.45001,10247,30306,626630,31.353988304849292,52578,153.09723643807575,78.36057794052574,0.069874,0.845,9,19,473.6842105263158
Virginia,2013,1.4120304998587971,0.5748981320853673,99.2691083121408,6.223020131520555,35.59,461.70999,7192,509604,8260405,54.38754056867588,62666,156.94153044395208,83.96610553273888,0.166455,0.82,57,617,92.38249594813615
Washington,2013,1.8899240395914856,0.7995832475194747,95.5104543929278,6.081678640223884,30.08,488.48001,7356,442110,6971406,59.45112677743472,58405,188.34560165858565,95.3104546798099,0.19796,0.874,66,502,131.47410358565736
West Virginia,2013,0.2684275514038761,0.16105653084232566,100,37.15037311429646,71.78,408.82999,8891,102836,1854304,53.27215103527165,41253,269.96574408754833,135.3034800548198,0.219608,0.646,3,692,4.335260115606936
Wisconsin,2013,1.686806109305036,0.9354106606146108,99.0988526707697,6.992578053119058,13.1,661.17999,7984,341440,5742713,46.971867309533174,51467,184.41096039827661,91.8091549981419,0.108682,0.803,61,456,133.7719298245614
Wyoming,2013,1.4699397324709689,1.028957812729678,97.9271628040881,3.233867411436131,54.35,587.97998,7845,38379,582658,56.95988972726163,58752,131.8959452893269,83.50386386278576,0.185236,0.897,7,22,318.1818181818182
Alaska,2014,1.7495395948434622,0.6445672191528544,96.4818763326226,6.445672191528545,105.58,608.06,10535,53408,736732,114.10776128218207,71583,158.08940371949282,78.77465684937734,0.204373,0.893,7,70,100
Arizona,2014,1.8986904789302892,0.8515339117626751,98.95242649905492,5.557984856505029,8.4,522.46997,6561,432663,6731484,99.87436565764271,50068,256.125540119288,132.3225793789226,0.178167,0.83,74,483,153.20910973084887
Arkansas,2014,1.3420612965955463,1.2872832844896058,98.97530429125212,2.5745665689792117,47.94,397.42001,7284,190396,2966369,48.420669753669664,41262,264.2332807731946,138.44235401721855,0.171442,0.644,47,94,500
California,2014,2.0540027249081376,1.7670616407249908,99.5194747297944,4.114198422856199,64.82,507.78,7472,2511692,38802500,54.41519023313618,61933,227.10609260651864,121.82285008580746,0.162012,0.889,856,1993,429.5032614149523
Connecticut,2014,1.955531743905706,1.2054647736405038,99.12110671516952,10.152692204661127,31.06,509.67001,9831,188862,3596677,37.29872962103095,70048,148.75591952068234,75.45564280264139,0.082675,0.849,45,379,118.73350923482849
Florida,2014,1.0709163647342994,0.8161609299516909,96.8792848132507,4.91111865942029,19.25,571.47998,7965,1077572,19893297,93.41892910544591,47463,237.93050767990755,120.11754350940073,0.229089,0.761,173,1041,166.18635926993275
Georgia,2014,1.5741553746727102,1.21028026293932,98.09196436885068,6.858254823322813,18.48,436.07999,6622,654439,10097343,75.97115559669116,49321,262.9808774865111,141.22367696563455,0.218893,0.799,153,867,176.47058823529412
Hawaii,2014,3.329876084939134,2.5110540968393473,98.65898319689788,9.116218134177627,156.01,569.56,7224,91007,1419561,31.0111746716101,69592,147.48190676289795,78.0930189622188,0.062826,0.873,46,167,275.4491017964072
Idaho,2014,1.905539676058255,1.3610997686130393,99.01617250673854,14.88135747016923,89.25,477.20001,6615,111707,1634464,78.430416428661,47861,188.44931119745672,102.16712188250769,0.202033,0.932,30,328,91.46341463414635
Indiana,2014,2.0002909514111145,1.0910677916787896,97.15100050643646,21.712249054407916,13.08,451.23001,7998,418024,6596855,71.83264219059338,49446,215.4598108647724,108.93766258373194,0.173589,0.843,90,1791,50.25125628140704
Iowa,2014,1.7210819697397828,1.1816383672840298,98.64183453693146,8.271468570988208,18.85,528.75,7967,193571,3107126,32.11995283064515,53712,153.2422972834141,79.07310975320686,0.078601,0.827,46,322,142.85714285714286
Kansas,2014,1.767275114241713,1.3633265167007498,98.64272550679884,12.724380822540333,12.5,428.57001,7368,199348,2904021,54.6685568754959,52504,177.22378504219614,91.7620319461105,0.155575,0.771,54,504,107.14285714285714
Kentucky,2014,1.569712032590212,1.0464746883934746,99.42588532570323,31.41292769981126,32.32,414.95001,7965,274632,4413457,42.75201402883771,42958,262.0227371309251,144.67990887313198,0.122534,0.749,56,1681,33.31350386674598
Louisiana,2014,0.9290702889728968,0.5766643172935222,97.9662293641328,38.332158646761066,15.46,572.12,7855,305454,4649676,51.707773917013746,44555,278.77541953152314,148.75896388740844,0.207966,0.651,36,2393,15.043877977434184
Maine,2014,2.036825810656673,1.0591494215414698,97.95690343176376,13.361577317907772,20.68,597.65997,9115,62917,1330089,63.29694238315396,49462,191.16470021383432,96.75406648577274,0.132291,0.881,13,164,79.26829268292683
Maryland,2014,1.2090350477924443,0.9103322712790168,99.07413931596228,7.66670459717797,36.36,468.32999,8574,367283,5976407,31.55729840779927,73971,130.16084502218604,70.61132580713873,0.099436,0.851,64,539,118.73840445269016
Massachusetts,2014,2.462677222322708,2.087014595188736,99.16389574911354,15.750003478357655,56.3,550.48999,10394,365967,6745408,15.360408476875417,69160,151.5573686745581,82.92162890286177,0.036258,0.892,150,1132,132.5088339222615
Michigan,2014,1.5477798752829397,0.7067896540309376,99.09041746823996,4.795433602032691,21.46,508.92999,7967,568904,9909877,37.502815391406976,49847,225.95187119194216,114.4317124175958,0.111367,0.759,79,536,147.38805970149255
Missouri,2014,1.663583491928293,1.23770611799465,97.96607517699056,9.875031608086346,5.67,529.88,7828,372224,6063589,72.04872434437117,48363,211.18058569526485,106.91628402668051,0.164488,0.833,93,742,125.33692722371967
Montana,2014,2.247752247752248,1.4152514152514153,96.83972911963885,6.66000666000666,22.16,683.32001,7942,59775,1023579,82.2178878915961,46328,185.2152462073714,95.45099850304169,0.195269,0.819,17,80,212.5
Nebraska,2014,2.670920354638869,1.4838446414660384,99.406298399587,3.820899951775049,39.96,515.56,8175,130368,1881503,53.140873143445,52686,161.66764431119512,87.15910534084782,0.133121,0.885,40,103,388.34951456310677
Nevada,2014,1.707439135682534,1.471930289381495,95.671154171126,7.153581206394065,3.59,737.92999,6723,175735,2839099,96.3251586224408,51450,219.66308976115897,109.7887653880936,0.197393,0.823,50,243,205.76131687242798
New Jersey,2014,1.224514176489328,0.925852182223638,99.3639394209178,4.629260911118191,25.91,515.46002,9008,532168,8938175,45.7525847355883,71919,158.80763553702246,83.0984605261665,0.147069,0.839,93,465,200
New Mexico,2014,1.714662563200703,1.1431083754671356,91.23179976735793,4.4845020883710704,48.01,536.21002,7010,135416,2085572,72.9967113178792,44803,295.3910289489927,165.02087708260134,0.205216,0.832,26,102,254.9019607843137
North Carolina,2014,1.8496900741520197,1.381101922033508,99.15793764010596,3.584288321467914,11.73,457.17999,7194,601542,9943964,52.074965069216525,46556,242.73918045844763,128.12674555225263,0.189048,0.835,168,436,385.32110091743124
North Dakota,2014,1.8922967752109123,1.1038397855396986,98.8696601184908,8.042261294646377,63.59,755.96002,9005,49977,739482,69.03481646739358,59029,147.68213946941646,73.604898828541,0.111743,0.867,14,102,137.25490196078434
Ohio,2014,1.4931709387946304,0.936891569439768,97.19765795633212,20.867795816193585,14.59,452.82001,8401,689435,11594163,47.93460412596557,49308,229.2550103001084,116.21936957567976,0.103318,0.768,128,2851,44.896527534198526
Oklahoma,2014,1.5071442552358585,0.8416519866901546,99.04233870967742,40.712468193384225,43.69,426.89001,7658,263798,3878051,86.56879161961136,47529,223.80514952753919,121.66275571226963,0.223854,0.792,43,2080,20.673076923076923
Oregon,2014,2.3249055507120024,1.8330986072921556,97.3048812320543,20.991214539601636,15.96,591.42999,7899,226468,3970239,45.54162719173383,51075,216.2734094655471,109.82975420439844,0.130983,0.932,82,939,87.32694355697551
Pennsylvania,2014,1.4568552322955668,1.1217785288675863,97.08357495438666,16.090966040704537,15.18,522.79999,9142,711460,12787209,51.657325420690256,53234,193.68384264477652,94.31614032289562,0.117871,0.818,154,2209,69.71480307831598
Rhode Island,2014,2.565917536719165,1.7695983011856309,99.51571717883245,7.697752610157495,50.67,520.20001,9484,54856,1055173,33.48078635329367,54891,197.8752733149539,99.83862500729104,0.093103,0.806,20,87,229.88505747126436
South Carolina,2014,1.4379505420695136,0.6432936635574139,96.9548548052758,5.808563373886061,20.55,506.82001,7210,286928,4832482,55.49978302687229,45238,270.50837733783175,131.9722773331913,0.194337,0.719,34,307,110.74918566775244
South Dakota,2014,2.582765907490021,0.07826563356030368,98.60317950300971,4.382875479377006,31.12,612.27002,9103,60355,853175,56.835857356884524,50979,179.93641377572285,93.72499822472602,0.131327,0.833,1,56,17.857142857142858
Tennessee,2014,1.016212128373588,0.6853523656473035,97.06826940723067,28.312142553292052,43.97,446.67999,7418,398355,6549352,52.10254964353325,44361,261.89529643371253,137.26010995311816,0.159038,0.811,58,2396,24.207011686143574
Texas,2014,1.170261646134202,0.18023552467576645,98.72857780161505,5.145597303067304,22.3,497.81,6825,1946388,26956958,110.30928865003538,53035,245.79126062944542,134.12265799304373,0.266548,0.831,71,2027,35.027133695115936
Utah,2014,2.015269542301283,1.4339417897143745,98.91891891891892,7.092198581560283,29.48,301.87,5825,249809,2942902,93.94543566464334,60922,132.76563689259405,84.61087932667625,0.156759,0.884,74,366,202.18579234972677
Vermont,2014,1.2096077414895454,1.2096077414895454,98.99076291481354,4.320027648176948,39.35,674,10589,30881,626562,21.733403582718655,54166,158.04855926296074,86.54030132640402,0.054209,0.819,7,25,280
Virginia,2014,1.5542647630244395,0.657573553587263,99.23180353152868,27.428787773117197,35.16,463.29001,7449,507550,8326289,57.43541451935875,64902,158.1034962878845,83.29139992811416,0.144644,0.852,66,2753,23.97384671267708
Washington,2014,2.1598527051269945,1.1330374846567841,95.8158049486588,5.854027004060051,37.67,490.85999,7602,444206,7061530,46.799277214841204,61366,175.3152313220599,87.70221303241148,0.11919,0.921,96,496,193.54838709677418
West Virginia,2014,0.5650994575045208,0.4520795660036166,97.59002922847849,15.48372513562387,60.27,403.82999,9385,102552,1850326,29.922166263326577,41059,247.2107664011797,130.60065261203422,0.122227,0.654,8,274,29.197080291970803
Wisconsin,2014,1.8531457909286997,1.0632803718443358,99.11922793176652,5.529057933590545,13.03,656.46997,8371,339088,5757564,44.39155118848013,52622,184.48838820020637,89.80824119358466,0.094289,0.817,70,364,192.30769230769232
Wyoming,2014,2.327949949076095,2.182453077258839,98.31211557717064,4.364906154517678,54.39,599.77002,8269,37929,584153,59.26611117585363,57055,127.97377320318384,73.66874228353643,0.158511,0.883,15,30,500
Alaska,2015,1.7639959149568285,1.1141026831306284,96.3847874720358,8.26292823321883,126.5,616.96002,11460,54761,738432,105.77300623396461,73355,151.98183792751544,70.39072039072039,0.160328,0.931,12,89,134.8314606741573
Arizona,2015,2.223236330021882,0.9946057265887364,98.81026708289976,5.078339827523665,9,518.22998,6885,429860,6828065,82.89958027483137,51492,246.84253539769765,124.56159668271175,0.142246,0.827,85,434,195.85253456221199
Arkansas,2015,1.0263890014315429,0.8913378170326554,98.84925508623913,1.863706344704643,49,405.95999,7620,188704,2978204,49.10324129140075,41995,272.0657620662114,137.3050871050855,0.136492,0.738,33,69,478.26086956521743
California,2015,2.295915719549535,1.9741553791063369,99.52564041642822,4.579376200114173,56.2,498.60001,7998,2507649,39144818,33.21579512297901,64500,211.70454162107023,113.09740053821305,0.107848,0.872,951,2206,431.09700815956484
Connecticut,2015,2.788984863664672,1.6788064227884434,99.13031807811032,12.780590831550729,31,519.15997,10294,186528,3590886,32.94304790129161,71346,145.35943852817135,74.36075362821677,0.078705,0.863,62,472,131.35593220338984
Florida,2015,NA,0.8750034539610024,96.82039300317024,NA,20.2,575.51001,8330,1098273,20271272,69.33256722221937,49426,230.92571963426718,112.6244665940306,0.184576,0.826,190,NA,NA
Georgia,2015,1.7208889442618869,1.3081870707511174,97.15984747609248,7.1249474389123355,19,432.51999,7055,649360,10214860,66.51091850869072,51244,244.53493278018996,130.3770857702374,0.1909,0.84,168,915,183.60655737704917
Hawaii,2015,4.058129969838223,2.1935837674801206,99.16793561018056,11.242116808335618,158.3,574.48999,7747,92093,1431603,16.222125757648836,73486,141.94821788616824,68.58422811633365,0.048054,0.906,40,205,195.1219512195122
Idaho,2015,2.8619452141916137,1.7716803706900468,99.36803141786666,16.308544950710946,94.7,478.34,6843,111847,1654930,57.592751872657004,48275,178.18749808581666,109.27020809447805,0.155899,0.901,39,359,108.63509749303621
Indiana,2015,1.359087847589724,0.95015876070432,98.99980948752145,33.20744732031175,12.4,469.87,8368,419209,6619680,67.46484467698727,50532,208.61740194619878,101.8280646020218,0.130667,0.788,79,2761,28.6128214415067
Iowa,2015,1.7406885959298606,0.6399590426212722,98.92127320148894,9.52259055420453,38.9,526.52002,8358,195084,3123899,35.23217640864699,54736,147.62222473994066,76.66425284168278,0.066451,0.815,25,372,67.20430107526882
Kansas,2015,1.4310461700685395,1.230197584795762,98.96884162401231,16.570008285004143,12.4,425.53,7634,197066,2911641,50.8140540811189,53906,171.99277323566423,84.34473764532866,0.135049,0.836,49,660,74.24242424242425
Kentucky,2015,1.6893794346210158,1.4078161955175132,99.4827360833598,23.163269136914817,33.5,435.20999,8306,273366,4425092,42.45938501488315,45215,259.14551777801836,139.92537807939115,0.072401,0.739,75,1234,60.777957860615885
Louisiana,2015,1.3153773880363293,1.017851550266207,98.69407310099685,37.50391481365487,19.9,571.92999,8201,304845,4670724,35.81572436165422,45727,283.729319815414,146.9186874090057,0.172773,0.67,65,2395,27.13987473903967
Maine,2015,2.5634664682047466,1.075002067311668,97.74490785645004,11.16348300669809,21.7,613.73999,9591,63852,1329328,56.58803300968592,51494,174.14450502428775,89.07752693000823,0.113468,0.853,13,135,96.29629629629629
Maryland,2015,1.5060889022763455,1.17618371415867,99.1255758403003,10.399185277622388,39.8,466.35001,9001,366627,6006401,38.82690984835316,75847,132.06719043877098,67.09952097792264,0.082499,0.91,82,725,113.10344827586206
Massachusetts,2015,2.550555656768082,2.1581624788037614,99.11795755083898,15.793825413063889,49.8,545.34998,11010,365383,6794422,11.47823146357748,70628,148.1369590056369,79.46924638838134,0.032049,0.874,154,1127,136.64596273291926
Michigan,2015,1.4812540079662564,0.7767551505188905,99.12085157432028,5.473414200167996,24.2,490.98001,8372,570655,9922576,30.88127023470328,51084,224.40879790369522,111.13615870153292,0.075699,0.777,86,606,141.9141914191419
Missouri,2015,1.620897521768252,1.2056262558606832,98.0096105874012,9.377093101138648,5.9,555.59003,8261,374370,6083672,57.43114215176902,50238,202.29463548063785,102.0733904254528,0.133896,0.823,90,700,128.57142857142856
Montana,2015,1.8778576094056172,1.4696276943174396,97.74940143655228,4.57217504898759,22.2,685.04999,8344,60420,1032949,76.02733946502404,49509,193.92822704410773,92.66656394087735,0.152612,0.839,18,56,321.42857142857144
Nebraska,2015,2.187696985427713,1.4090251770551374,99.43954868920764,4.449553190700434,43.3,510.59,8579,130664,1896190,52.70190498313241,54996,168.45119575686638,85.34324399687524,0.114926,0.822,38,120,316.66666666666663
Nevada,2015,1.498170503327667,1.3253046760206286,96.56141327027404,6.712956293756662,4.1,729.69,6987,176933,2890845,75.56897672565391,52431,208.78823532988565,109.3690045574842,0.169211,0.835,46,233,197.42489270386267
New Jersey,2015,1.1494023107983848,0.8495582297205454,99.21659625949503,3.967936672930077,26.9,512.17999,9483,529254,8958013,37.413468126277095,72222,156.19577907862947,80.75757314747905,0.11471,0.828,85,397,214.1057934508816
New Mexico,2015,2.5413507925568575,1.4645072363886975,95.72424030016904,9.131633356305995,47.6,463.09,7418,134230,2085109,44.978582105273716,45382,285.81704855848335,148.47838089508943,0.146909,0.877,34,212,160.37735849056602
North Carolina,2015,1.6590149393473994,1.2894324033541669,99.16277781849872,3.942213717261147,14.3,464.01001,7594,598858,10042802,43.50307554365704,47830,234.9454750477867,117.8594015278019,0.157614,0.849,157,480,327.0833333333333
North Dakota,2015,1.1847405418213413,0.7108443250928046,99.47360150848525,6.63454703419951,97.8,719.38,9357,52172,756928,78.54076751231037,60557,120.5093817871088,69.11960044630997,0.097497,0.817,9,84,107.14285714285714
Ohio,2015,1.475120127356906,0.7448626385663585,97.69144063806412,17.781769852049834,13.8,452.82999,8754,689288,11613423,43.77275369645851,51075,212.73354897796892,107.29938622803161,0.077293,0.819,102,2435,41.889117043121146
Oklahoma,2015,1.7346898998167857,1.559271820060032,99.26095031728836,1.8906170818227888,39.3,423.04999,7902,262951,3911338,74.19309737504929,48568,221.8357362804862,117.48804646922198,0.206604,0.759,80,97,824.742268041237
Oregon,2015,2.718299503130501,2.1835520598917135,97.63318758293632,24.88803725407188,26.6,593.66998,8438,229139,4028977,36.15046636754604,54148,202.5116528541186,98.87407552770044,0.094999,0.894,98,1117,87.73500447627573
Pennsylvania,2015,1.2519816869897618,0.6815521609648408,96.3181253835286,4.719007897115256,14.4,520.17999,9562,714892,12802503,41.47165460595895,55702,193.8231264233135,90.52786962498772,0.077645,0.838,92,637,144.4270015698587
Rhode Island,2015,2.8877005347593583,2.6737967914438503,80.93135981996018,14.97326203208556,53.2,545.17999,9914,54393,1056298,34.342966078042735,58073,193.84990323274317,100.89426281257242,0.055694,0.814,25,140,178.57142857142858
South Carolina,2015,1.985576472791983,1.273766039149574,97.49438427963548,6.40629390278168,20.8,502.07001,7446,287488,4896146,40.6586742032768,47238,240.06173522074934,121.3054464589212,0.149739,0.764,68,342,198.83040935672514
South Dakota,2015,2.3485204321277595,0.07828401440425865,98.49641452694888,4.853608893064036,35.6,622.46997,9627,59597,858469,67.29312494007097,53017,181.38653784344473,83.19317275923562,0.152258,0.833,1,62,16.129032258064516
Tennessee,2015,1.6009837929394295,0.9165052147986588,98.50410257582335,31.81085188579649,45.6,455.39001,7806,399237,6600299,41.6540069445702,47275,241.63537159496013,123.25279677837867,0.133401,0.757,79,2742,28.811086797957696
Texas,2015,1.2353288968840024,0.2088234184142,98.66058020011866,5.691067137986993,28,509.38,7217,1966708,27469114,94.76756471686767,55653,229.84455071175938,122.40471382133994,0.237665,0.85,83,2262,36.693191865605655
Utah,2015,1.9111137112658203,1.4430858636088848,99.08219654519458,7.585951364106164,31.6,307.41,6112,249969,2995919,71.6991922224605,62912,128.78019968624858,82.598917165935,0.138768,0.897,74,389,190.23136246786632
Vermont,2015,1.5817223198594024,1.40597539543058,99.47552447552448,4.569420035149385,45,676.44,11010,30172,626042,10.439963948325934,56990,132.53879173699588,58.48574934866353,0.044544,0.893,8,26,307.69230769230774
Virginia,2015,1.665868645758519,1.007501396536589,99.13079592987036,7.850530683903917,36.5,466.70999,7750,510917,8382993,48.57071852913514,66262,148.09834899835252,77.88619840699377,0.123849,0.817,101,787,128.3354510800508
Washington,2015,1.897133220910624,1.1710698894510023,96.02159001461824,6.159827618512273,38.2,493.10999,7904,444671,7170351,26.400101331088155,64129,155.35287355088224,79.00633479742338,0.081964,0.924,100,526,190.11406844106463
West Virginia,2015,0.7830853563038371,0.4474773464593355,87.5685736677116,2.684864078756013,220.8,404.01001,9947,101954,1844128,28.496601443989892,42019,251.704964447387,134.59985973001207,0.070223,0.686,8,48,166.66666666666666
Wisconsin,2015,2.158842130868402,1.3530771101921673,99.13489073097212,6.218073461444904,15.1,656.65002,8654,336843,5771337,35.82593869880265,55638,163.59089579181548,78.84444492830343,0.072379,0.822,89,409,217.6039119804401
Wyoming,2015,2.706167212647771,1.9940179461615153,98.77602701181767,5.982053838484546,56.6,602.38,8652,38150,586107,78.12713651378523,60214,132.2763273901037,66.52230700488074,0.129587,0.9,14,42,333.3333333333333
Alaska,2016,1.7758669034489205,1.1216001495466863,96.3006300630063,7.477334330311244,120.14,638.40002,11761,52495,741894,99.51883707363024,76440,141.12846183143807,67.22038732008141,0.183761,0.925,12,80,150
Arizona,2016,2.4008042102773346,1.1590089290994026,98.68467122616184,5.558512210986931,9.04,511.91,7189,436322,6931071,73.3229386632618,53558,236.42993297823074,119.20382789513683,0.127003,0.832,98,470,208.51063829787233
Arkansas,2016,1.1820006047444955,1.127023832430798,98.54801571177028,2.254047664861596,53.56,398.42999,8079,188716,2988248,36.223241698633636,44334,238.0245261855813,123.69554375686072,0.121473,0.709,41,82,500
California,2016,2.133761615234599,1.787520727523022,99.571545468517,4.296724269191862,57.16,508.92999,8325,2482422,39250017,29.4957652048321,67739,199.22323618485217,104.55422912474808,0.093052,0.881,857,2060,416.0194174757282
Connecticut,2016,2.208099956915123,1.3464024127531236,99.14037054834748,10.744291253769926,30.18,526.58002,10705,185029,3576452,27.76864739127484,73433,128.6579851204255,68.47603906427435,0.06612,0.871,50,399,125.31328320802004
Florida,2016,1.3142469868483715,0.8837967542220757,97.04823614110872,38.16811371212954,18.53,584.96997,8519,1117467,20612439,62.07098295717596,50860,210.4598711081537,104.76309708310951,0.174612,0.792,193,8335,23.155368926214756
Georgia,2016,1.7170030779456098,1.2976428791847003,97.8908803618732,6.527776678825475,19.63,434.98999,7353,654878,10310371,64.94446452696099,53559,228.89262644689396,119.50812483889693,0.176833,0.841,164,825,198.78787878787878
Hawaii,2016,3.979597556190796,2.1859761224146625,99.14420672409004,7.062384395493527,182.26,580.59003,8041,90722,1428557,22.424819791846172,74511,101.31345167128839,59.66941886816374,0.047006,0.889,39,126,309.5238095238095
Idaho,2016,1.4191540010986998,1.0071415491668192,99.38577733290867,13.687969236403587,90.45,471.38,6974,114143,1683140,47.01925946330602,51807,177.04493328257175,100.27282643816947,0.150298,0.894,22,299,73.57859531772576
Indiana,2016,1.531393568147014,0.939426306510353,95.8068254672782,27.93828097854762,13.34,476.01999,8776,420367,6633053,58.54789777149483,52314,195.00766999777898,95.83425995802541,0.109756,0.821,73,2171,33.625057577153385
Iowa,2016,1.893300827346526,1.19303887750603,98.62638768097406,7.806623959332936,81.62,534.84998,8464,197487,3134693,25.43734663729643,56247,147.60682775736896,75.629871591851,0.050086,0.845,46,301,152.82392026578074
Kansas,2016,1.7736877281373709,1.2852809624183847,98.9293797523078,17.428409850393297,12.13,427.06,7845,197406,2907289,43.34863736183603,54935,140.96106657129516,78.8597844987116,0.119208,0.88,50,678,73.74631268436578
Kentucky,2016,1.897642323174238,1.130918152194748,98.26709361461668,21.870806977189957,31.62,436.57001,8611,272949,4436974,31.678656931878262,46659,250.47207384973697,139.80866841923162,0.061668,0.767,59,1141,51.70902716914986
Louisiana,2016,1.440760721661037,1.1686170297917302,98.76830155266737,34.59426577232779,19.5,571.58002,8542,306963,4681666,30.145491937385305,45146,286.2601058135442,153.69058550876733,0.135834,0.701,73,2161,33.780657103192965
Maine,2016,1.0662729658792651,0.8202099737532809,97.6923076923077,9.514435695538058,21.69,619.21997,10018,63941,1331479,45.614255485370386,53079,172.08165959604904,76.49732669001135,0.099211,0.873,10,116,86.20689655172414
Maryland,2016,1.3279637408161205,1.0392759710734851,99.14704830053668,11.778461005499503,36.72,468.70001,9321,362895,6016447,33.43403332470615,78945,127.27926629189085,63.30498652115593,0.077252,0.841,72,816,88.23529411764706
Massachusetts,2016,2.4522168039908077,2.0178241129981505,99.1827885256838,16.366795583207217,51.19,553.88,11490,359774,6811779,9.241269185686322,75297,136.11266650948954,72.97842085965203,0.025293,0.843,144,1168,123.2876712328767
